epoch,stats_g/mean,stats_g/std,stats_o/mean,stats_o/std,test/episode,test/mean_Q,test/success_rate,train/episode,train/success_rate
195,0.8390276,0.082041405,0.20175773,0.080168724,1960.0,-18.671133,0.3,9800.0,0.2
196,0.8389969,0.082005866,0.20174192,0.08028881,1970.0,-24.35271,0.1,9850.0,0.18
197,0.83893305,0.08197864,0.20171638,0.0803555,1980.0,-23.089542,0.2,9900.0,0.12
198,0.838908,0.082016446,0.20173003,0.08071232,1990.0,-28.758907,0.1,9950.0,0.16
199,0.8388888,0.08196852,0.20171608,0.080813065,2000.0,-24.32822,0.1,10000.0,0.24
200,0.8388688,0.08205983,0.20171356,0.08112287,2010.0,-14.788928,0.2,10050.0,0.24
201,0.83888775,0.082061954,0.20170587,0.08125656,2020.0,-25.565905,0.2,10100.0,0.3
202,0.8388985,0.08207273,0.20171064,0.08144072,2030.0,-19.238272,0.3,10150.0,0.32
203,0.8388323,0.08202658,0.20172343,0.08151329,2040.0,-16.31837,0.2,10200.0,0.18
204,0.8388157,0.08205253,0.20175478,0.08160977,2050.0,-14.640033,0.4,10250.0,0.34
205,0.8388278,0.082002126,0.20177837,0.0817917,2060.0,-22.753521,0.0,10300.0,0.18
206,0.83883244,0.08197882,0.20179696,0.0818582,2070.0,-20.949125,0.2,10350.0,0.24
207,0.8388386,0.08193401,0.20180105,0.08193376,2080.0,-18.925129,0.3,10400.0,0.26
208,0.8388656,0.08187625,0.20176812,0.08204116,2090.0,-17.052385,0.2,10450.0,0.4
209,0.83884686,0.081821576,0.20178196,0.08223111,2100.0,-22.160706,0.0,10500.0,0.1
210,0.83882856,0.08177036,0.20179482,0.08228463,2110.0,-20.375309,0.1,10550.0,0.26
211,0.8388369,0.08173621,0.20180568,0.08237458,2120.0,-12.687445,0.4,10600.0,0.16
212,0.83878404,0.0818102,0.20177875,0.08264811,2130.0,-17.497171,0.2,10650.0,0.18
213,0.8387637,0.08177746,0.20177421,0.082815066,2140.0,-18.979753,0.2,10700.0,0.14
214,0.8387663,0.08172185,0.20177525,0.08289729,2150.0,-16.962088,0.3,10750.0,0.18
215,0.8387434,0.081768826,0.20181409,0.08315631,2160.0,-14.886975,0.4,10800.0,0.22
216,0.83874273,0.081722215,0.20183724,0.08332204,2170.0,-12.642443,0.5,10850.0,0.36
217,0.83877087,0.08169512,0.20186137,0.08350406,2180.0,-19.4609,0.1,10900.0,0.2
218,0.838756,0.08172931,0.20185734,0.08359034,2190.0,-13.48202,0.4,10950.0,0.26
219,0.83865714,0.081943184,0.20181942,0.08380356,2200.0,-16.542093,0.3,11000.0,0.22
220,0.8386118,0.082024895,0.20180531,0.08402743,2210.0,-19.767822,0.3,11050.0,0.24
221,0.8386262,0.08201938,0.20179099,0.084219925,2220.0,-16.06306,0.1,11100.0,0.2
222,0.83862156,0.08200469,0.20175578,0.08440739,2230.0,-18.129847,0.1,11150.0,0.26
223,0.83864886,0.08197101,0.20175016,0.08464736,2240.0,-18.12585,0.3,11200.0,0.24
224,0.83864737,0.08201442,0.2017865,0.08489551,2250.0,-8.032171,0.7,11250.0,0.24
225,0.83867663,0.0820405,0.20177917,0.08507248,2260.0,-9.13835,0.6,11300.0,0.3
226,0.8386478,0.082115024,0.20177439,0.08533342,2270.0,-17.708189,0.3,11350.0,0.26
227,0.83870673,0.082079686,0.2017816,0.08560105,2280.0,-10.5382595,0.5,11400.0,0.36
228,0.8386824,0.082026914,0.20176579,0.08577252,2290.0,-12.757277,0.4,11450.0,0.24
229,0.83869725,0.08199541,0.2017316,0.08594829,2300.0,-15.481436,0.4,11500.0,0.28
230,0.83869296,0.081988506,0.2017453,0.0860842,2310.0,-15.752611,0.4,11550.0,0.38
231,0.83869153,0.08197634,0.20173237,0.086276226,2320.0,-21.100933,0.2,11600.0,0.38
232,0.838692,0.08197818,0.20169583,0.08665064,2330.0,-16.719593,0.2,11650.0,0.36
233,0.8386764,0.08193478,0.20170122,0.08679244,2340.0,-18.77615,0.2,11700.0,0.28
234,0.83866113,0.0818936,0.20172852,0.08718335,2350.0,-18.71801,0.3,11750.0,0.32
235,0.8386832,0.08183872,0.2017414,0.0873437,2360.0,-12.8474245,0.2,11800.0,0.36
236,0.83868366,0.08185604,0.20171803,0.08762329,2370.0,-5.9588017,0.9,11850.0,0.28
237,0.838677,0.08187044,0.20170408,0.08786296,2380.0,-17.347399,0.2,11900.0,0.38
238,0.83865,0.081828415,0.20165037,0.088068515,2390.0,-12.004255,0.5,11950.0,0.4
239,0.83864546,0.08183867,0.20164464,0.08841157,2400.0,-9.719907,0.5,12000.0,0.3
240,0.83868766,0.08181495,0.20165116,0.08853749,2410.0,-15.197217,0.5,12050.0,0.36
241,0.8386921,0.08184644,0.20166123,0.08875926,2420.0,-11.766438,0.4,12100.0,0.26
242,0.8387072,0.0818639,0.2016575,0.08895255,2430.0,-14.689723,0.3,12150.0,0.36
243,0.8387043,0.08182755,0.2016673,0.08905299,2440.0,-10.760539,0.5,12200.0,0.3
244,0.8387203,0.08183796,0.20167077,0.089236915,2450.0,-14.874341,0.4,12250.0,0.3
245,0.83870006,0.08205431,0.2016291,0.0896948,2460.0,-17.317015,0.2,12300.0,0.3
246,0.83869797,0.082068175,0.20164382,0.08989385,2470.0,-18.191715,0.3,12350.0,0.24
247,0.83864826,0.08204991,0.20166487,0.09006648,2480.0,-11.666811,0.5,12400.0,0.36
248,0.83862567,0.08201339,0.20167364,0.0903161,2490.0,-10.76054,0.6,12450.0,0.22
249,0.83864117,0.08196292,0.20164293,0.09043748,2500.0,-13.368216,0.3,12500.0,0.54
250,0.83864444,0.08194449,0.20165914,0.09062498,2510.0,-13.713946,0.1,12550.0,0.32
251,0.8386473,0.0819981,0.2016756,0.0908542,2520.0,-15.1558275,0.3,12600.0,0.42
252,0.83864325,0.08208612,0.2016735,0.091050625,2530.0,-12.428794,0.5,12650.0,0.4
253,0.83865756,0.08203947,0.2016611,0.09127273,2540.0,-13.46166,0.2,12700.0,0.4
254,0.8387092,0.08209183,0.20168442,0.09162608,2550.0,-8.087391,0.7,12750.0,0.5
255,0.8386449,0.082062505,0.20167251,0.091784984,2560.0,-8.264104,0.7,12800.0,0.38
256,0.8386836,0.08201989,0.20166454,0.0918621,2570.0,-9.983307,0.6,12850.0,0.48
257,0.8386596,0.08195416,0.2016425,0.0919609,2580.0,-6.459488,0.6,12900.0,0.44
258,0.83869404,0.08197709,0.20160687,0.09218808,2590.0,-9.588493,0.4,12950.0,0.42
